1.0, 7.0, 2.64575131106459,
2.0, 4.0, 2.0,
3.0, 4.0, 2.0,
4.0, 10.0, 3.16227766016838,
5.0, 10.0, 3.16227766016838,
6.0, 4.0, 2.0,
7.0, 9.0, 3.0,
8.0, 4.0, 2.0,
9.0, 7.0, 2.64575131106459,
10.0, 13.0, 3.60555127546399,
11.0, 6.0, 2.44948974278318,
12.0, 8.0, 2.82842712474619,
13.0, 4.0, 2.0,
14.0, 6.0, 2.44948974278318,
15.0, 9.0, 3.0,
16.0, 4.0, 2.0,
17.0, 6.0, 2.44948974278318,
18.0, 11.0, 3.3166247903554,
19.0, 7.0, 2.64575131106459,
20.0, 14.0, 3.74165738677394,
21.0, 10.0, 3.16227766016838,
22.0, 7.0, 2.64575131106459,
23.0, 13.0, 3.60555127546399,
24.0, 10.0, 3.16227766016838,
25.0, 14.0, 3.74165738677394,
26.0, 6.0, 2.44948974278318,
27.0, 3.0, 1.73205080756888,
28.0, 11.0, 3.3166247903554,
29.0, 9.0, 3.0,
30.0, 2.0, 1.41421356237309,
31.0, 7.0, 2.64575131106459,
32.0, 1.0, 1.0,
33.0, 7.0, 2.64575131106459,
34.0, 10.0, 3.16227766016838,
35.0, 9.0, 3.0,
36.0, 11.0, 3.3166247903554,
37.0, 8.0, 2.82842712474619,
38.0, 9.0, 3.0,
39.0, 9.0, 3.0,
40.0, 8.0, 2.82842712474619,
41.0, 18.0, 4.24264068711929,
42.0, 8.0, 2.82842712474619,
43.0, 10.0, 3.16227766016838,
44.0, 7.0, 2.64575131106459,
45.0, 4.0, 2.0,
46.0, 4.0, 2.0,
47.0, 4.0, 2.0,
48.0, 3.0, 1.73205080756888,
49.0, 3.0, 1.73205080756888,
50.0, 3.0, 1.73205080756888,
51.0, 3.0, 1.73205080756888,
52.0, 4.0, 2.0,
53.0, 2.0, 1.41421356237309,
54.0, 4.0, 2.0,
55.0, 5.0, 2.23606797749979,
56.0, 4.0, 2.0,
57.0, 0.0, NaN,
58.0, 0.0, NaN,
59.0, 2.0, 1.41421356237309,
60.0, 1.0, 1.0,
61.0, 0.0, NaN,
62.0, 0.0, NaN,
63.0, 1.0, 1.0,
64.0, 0.0, NaN,
65.0, 0.0, NaN,
66.0, 0.0, NaN,
67.0, 0.0, NaN,
68.0, 0.0, NaN,
69.0, 0.0, NaN,
70.0, 0.0, NaN,
71.0, 0.0, NaN,
72.0, 0.0, NaN,
73.0, 0.0, NaN,
74.0, 0.0, NaN,
75.0, 0.0, NaN,
76.0, 0.0, NaN,
77.0, 0.0, NaN,
78.0, 0.0, NaN,
79.0, 0.0, NaN,
80.0, 0.0, NaN,
