5.0, 25.8569725317023, 3.11281369644428,
10.0, 14.8939103916937, 1.79301610828704,
15.0, 6.21689698569916, 0.75390949810652,
20.0, 2.2806949179124, 0.24737609634371,
25.0, 1.93559588876386, 0.16019105554955,
30.0, 0.924460972046918, 0.100866961462797,
35.0, 1.07244634402445, 0.113679085108649,
40.0, 0.445043328927675, 0.040292329805713,
45.0, 0.163492564480036, 0.0170452781426216,
50.0, 0.0747077509162662, 0.00899375632617387,
55.0, 0.0114013511557137, 0.00184954338729074,
60.0, 0.00138153639807215, 0.000261085838320203,
65.0, 0.00280252139322779, 0.00140126069661389,
70.0, 0.0019305447686675, 0.0019305447686675,
75.0, 0.0, NaN,
80.0, 0.0, NaN,
